@RELATION traces
@ATTRIBUTE gold	{T,N,U}
@ATTRIBUTE MethodType 	{Inner, Leaf, Root}
@ATTRIBUTE PredictedTraceValue {UndefinedTrace,NoTrace, Trace, NA}
@ATTRIBUTE MethodCategory {getter,setter,init,method, equals, toString, print, add, sort, compare, read, open, write, save, update}
@ATTRIBUTE Return {0,1}
@ATTRIBUTE MethodLOC {0,1, From2to5, From6to10, From11to20, From21}
@ATTRIBUTE TClassTraces {0,1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12, 13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34}
@ATTRIBUTE NClassTraces {0,1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12, 13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34}
@ATTRIBUTE CallerSize {0,From1to5, From6to10, From11to15, From16to20, From21}
@ATTRIBUTE CalleeSize {0,From1to5, From6to10, From11to15, From16to20, From21}
@ATTRIBUTE CallersT {Low, High, Medium, -1}  
@ATTRIBUTE CallersN {Low, High, Medium, -1}  
@ATTRIBUTE CallersU {Low, High, Medium, -1}  
@ATTRIBUTE CallersCallersT {Low, High, Medium, -1}  
@ATTRIBUTE CallersCallersN {Low, High, Medium, -1}  
@ATTRIBUTE CallersCallersU {Low, High, Medium, -1}  
@ATTRIBUTE CalleesT {Low, High, Medium, -1}  
@ATTRIBUTE CalleesN {Low, High, Medium, -1}  
@ATTRIBUTE CalleesU {Low, High, Medium, -1}  
@ATTRIBUTE CalleesCalleesT {Low, High, Medium, -1}  
@ATTRIBUTE CalleesCalleesN {Low, High, Medium, -1}  
@ATTRIBUTE CalleesCalleesU {Low, High, Medium, -1}  
@ATTRIBUTE classGold {Trace,NoTrace,UndefinedTrace} 
@DATA
N,Inner,NoTrace,init,0,From11to20,4,4,From11to15,From1to5,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,init,0,From11to20,4,4,From11to15,From1to5,Low,Low,High,Low,Low,Medium,Medium,-1,-1,-1,-1,-1,Trace
N,Inner,NoTrace,init,0,From11to20,4,4,From11to15,From1to5,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,init,0,From11to20,4,4,From11to15,From1to5,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,Trace
N,Inner,UndefinedTrace,init,0,From11to20,4,4,From11to15,From1to5,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,Trace
N,Inner,NoTrace,init,0,From11to20,4,4,From11to15,From1to5,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,Low,Medium,High,Low,Medium,Medium,Trace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,-1,High,High,Low,Medium,Medium,NoTrace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,NoTrace
N,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,-1,High,High,Medium,Medium,Medium,Trace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,NoTrace
N,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,Medium,Medium,High,Medium,Low,Medium,Trace
T,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From11to15,Low,-1,-1,-1,-1,-1,High,Low,High,Medium,Low,Medium,Trace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From11to15,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,NoTrace
N,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,Low,Medium,High,Trace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,NoTrace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,NoTrace
N,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,Trace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,NoTrace
N,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,Low,Medium,-1,Medium,Medium,High,Trace
T,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low,High,Trace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,Low,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,Low,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,getter,1,From6to10,4,4,From1to5,0,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From6to10,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,Trace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From6to10,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,NoTrace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From6to10,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From6to10,-1,Medium,-1,-1,Low,-1,Low,Medium,Medium,-1,-1,-1,Trace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From6to10,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,NoTrace
T,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From6to10,Low,Low,-1,-1,Low,-1,Medium,Low,Medium,-1,-1,-1,Trace
T,Inner,UndefinedTrace,method,0,From21,4,4,From1to5,From6to10,Medium,-1,-1,Low,-1,-1,Medium,Low,Medium,-1,-1,-1,Trace
N,Inner,NoTrace,method,0,From21,4,4,From1to5,From6to10,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,NoTrace
N,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,Trace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,NoTrace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,NoTrace
N,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,Low,Medium,Medium,Trace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,NoTrace
T,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Low,Medium,Trace
T,Root,UndefinedTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Low,Medium,Trace
N,Root,NoTrace,method,1,From11to20,4,4,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,Low,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,Low,-1,-1,Low,Low,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,Low,Low,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,Low,-1,-1,Low,Low,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,Low,Low,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,setter,0,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Medium,High,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,NoTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,method,1,From6to10,4,4,From1to5,0,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,method,1,From6to10,4,4,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Inner,UndefinedTrace,init,0,From21,6,6,From1to5,From11to15,Low,-1,Medium,Low,-1,-1,High,Low,-1,High,Low,Low,Trace
N,Inner,UndefinedTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,Low,High,-1,Medium,High,Low,Trace
N,Inner,NoTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,-1,High,-1,-1,High,Low,NoTrace
N,Inner,UndefinedTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,Low,High,-1,High,High,Low,Trace
N,Inner,UndefinedTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,-1,High,-1,Low,High,Low,Trace
N,Inner,UndefinedTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,Low,High,-1,Medium,High,Low,Trace
N,Inner,UndefinedTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,Medium,High,-1,Medium,High,Low,Trace
N,Inner,NoTrace,init,0,From21,6,6,From1to5,From11to15,-1,Low,Medium,-1,Low,-1,-1,High,-1,-1,High,Low,NoTrace
N,Inner,UndefinedTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,Low,Low,-1,-1,Medium,-1,Trace
N,Inner,UndefinedTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,Low,Low,-1,-1,Medium,-1,Trace
N,Inner,NoTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,NoTrace
N,Inner,UndefinedTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,Trace
N,Inner,UndefinedTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,Low,Low,-1,-1,Medium,-1,Trace
T,Inner,UndefinedTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,Low,Low,-1,Medium,-1,-1,Trace
T,Inner,UndefinedTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,Low,Low,-1,Medium,-1,-1,Trace
N,Inner,NoTrace,method,0,From11to20,6,6,From1to5,From1to5,-1,-1,Low,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,NoTrace
T,Leaf,UndefinedTrace,add,0,From6to10,6,6,From1to5,0,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,add,0,From6to10,6,6,From1to5,0,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,-1,Low,Low,-1,-1,-1,Trace
N,Inner,UndefinedTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,-1,Low,Low,-1,-1,-1,Trace
N,Inner,NoTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,-1,Low,Low,-1,-1,-1,NoTrace
N,Inner,UndefinedTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,-1,Low,Low,-1,-1,-1,Trace
N,Inner,UndefinedTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,-1,Low,Low,-1,-1,-1,Trace
N,Inner,UndefinedTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,Low,-1,Low,-1,-1,-1,Trace
T,Inner,UndefinedTrace,method,1,From6to10,6,6,From1to5,From1to5,Low,-1,-1,Medium,-1,-1,Low,-1,Low,-1,-1,-1,Trace
N,Inner,NoTrace,method,1,From6to10,6,6,From1to5,From1to5,-1,Low,-1,-1,Medium,-1,-1,Low,Low,-1,-1,-1,NoTrace
N,Root,UndefinedTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,Medium,High,Medium,Medium,Low,-1,Trace
N,Root,UndefinedTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,Medium,-1,Trace
N,Root,NoTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,Medium,-1,NoTrace
N,Root,UndefinedTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,Low,High,Medium,-1,Medium,-1,Trace
N,Root,UndefinedTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,-1,High,Medium,-1,Medium,-1,Trace
T,Root,UndefinedTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,Medium,High,Medium,Low,Medium,-1,Trace
T,Root,UndefinedTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,High,Medium,Medium,Low,Medium,-1,Trace
N,Root,NoTrace,method,0,From21,6,6,0,From11to15,-1,-1,-1,-1,-1,-1,-1,High,Medium,Low,Medium,-1,NoTrace
T,Leaf,UndefinedTrace,method,0,From11to20,6,6,From1to5,0,Low,-1,-1,Low,-1,Medium,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,method,0,From11to20,6,6,From1to5,0,-1,Low,-1,-1,Low,Medium,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,6,6,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
T,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,6,6,From1to5,0,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Medium,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Medium,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,6,6,From1to5,0,-1,Medium,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,NoTrace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Medium,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,-1,Medium,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,Medium,Low,-1,Low,-1,Low,-1,-1,-1,-1,-1,-1,Trace
T,Leaf,UndefinedTrace,getter,1,From6to10,6,6,From1to5,0,High,-1,-1,Low,-1,Low,-1,-1,-1,-1,-1,-1,Trace
N,Leaf,NoTrace,getter,1,From6to10,6,6,From1to5,0,-1,Medium,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,NoTrace
N,Root,UndefinedTrace,getter,0,From21,6,6,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,Low,-1,Medium,-1,Trace
N,Root,UndefinedTrace,getter,0,From21,6,6,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,Low,-1,Medium,-1,Trace
N,Root,NoTrace,getter,0,From21,6,6,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,Low,-1,Medium,-1,NoTrace
N,Root,UndefinedTrace,getter,0,From21,6,6,0,From1to5,-1,-1,-1,-1,-1,-1,-1,Medium,Low,-1,Medium,-1,Trace
